ProviderID,Name,Address,City,State,Zipcode,County,Type,PatientVolume,Rating,Emergency Department Volume (EDV),LeftBeforeBeingSeen,Percent_LeftBeforeBeingSeen,DoortoDiagnosis,Time_DoortoDiagnosis,Time_DoortoAdmittedtoHospital,Time_DoortoDischarge,Percent_StrokeCTScanwithin45mins ,Time_HeartAttackECG,Time_BrokenBonesPainMedication
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,"SAINT LOUIS COUNTY, MO",Non-Profit,Very High,2,Very High,5 Percent or More,5,Severe Delay,60,335,218,,,61
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,63110,"SAINT LOUIS CITY COUNTY, MO",For-Profit,High,1,High,5 Percent or More,5,Delayed,41,400,227,,,42
260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTRY,MO,63131,"SAINT LOUIS COUNTY, MO",Non-Profit,High,4,High,1 Percent to 4 Percent,2,Some Delay,38,293,197,,,32
260110,SOUTHEASTHEALTH,1701 LACEY ST,CAPE GIRARDEAU,MO,63701,"CAPE GIRARDEAU COUNTY, MO",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,1,No Delay,15,206,135,,,21
260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,MO,63801,"NEW MADRID COUNTY, MO",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,3,Some Delay,24,186,118,,8,60
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,MO,63901,"BUTLER COUNTY, MO",For-Profit,Medium,1,Medium,1 Percent to 4 Percent,2,Some Delay,21,269,152,57,2,83
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,"JASPER COUNTY, MO",Non-Profit,High,2,High,1 Percent to 4 Percent,1,No Delay,13,295,186,96,,62
260138,ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,"JACKSON COUNTY, MO",Government,High,5,High,1 Percent to 4 Percent,2,Some Delay,24,240,178,,,48
260141,UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE,COLUMBIA,MO,65212,"BOONE COUNTY, MO",Government,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,12,276,142,,,29
260142,FITZGIBBON HOSPITAL,2305 S 65 HIGHWAY,MARSHALL,MO,65340,"SALINE COUNTY, MO",Non-Profit,Low,3,Low,1 Percent to 4 Percent,1,No Delay,17,127,82,,9,42
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,1200 N ONE MILE RD,DEXTER,MO,63841,"STODDARD COUNTY, MO",Non-Profit,Low,2,Low,1 Percent to 4 Percent,4,Some Delay,30,207,124,,5,46
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,"SAINT LOUIS COUNTY, MO",Non-Profit,Low,5,Low,1 Percent to 4 Percent,3,Delayed,50,287,204,,10,49
260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,MO,63640,"SAINT FRANCOIS COUNTY, MO",Non-Profit,High,4,High,1 Percent to 4 Percent,4,Some Delay,33,288,178,84,7,77
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,MO,64735,"HENRY COUNTY, MO",Government,Low,4,Low,1 Percent to 4 Percent,2,No Delay,16,232,144,,4,64
260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,"SAINT LOUIS COUNTY, MO",For-Profit,Low,2,Low,Zero Percent,0,No Delay,16,221,147,,,38
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,"CLAY COUNTY, MO",Government,Medium,3,Medium,1 Percent to 4 Percent,2,Some Delay,20,226,147,,,37
260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,"SAINT LOUIS COUNTY, MO",Non-Profit,Medium,5,Medium,1 Percent to 4 Percent,1,Some Delay,32,235,188,56,,66
260180,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,11133 DUNN ROAD,SAINT LOUIS,MO,63136,"SAINT LOUIS COUNTY, MO",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,3,Some Delay,32,445,139,82,7,53
260183,SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,"CAPE GIRARDEAU COUNTY, MO",Non-Profit,High,3,High,1 Percent to 4 Percent,1,Some Delay,22,193,148,,,58
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,"CAMDEN COUNTY, MO",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,1,No Delay,13,240,141,67,6,34
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,"JACKSON COUNTY, MO",For-Profit,Low,3,Low,1 Percent to 4 Percent,1,No Delay,6,217,115,,,33
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,"SAINT CHARLES COUNTY, MO",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,3,Delayed,48,297,206,94,6,50
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,"JACKSON COUNTY, MO",Non-Profit,Medium,4,Medium,Zero Percent,0,No Delay,13,227,95,,,39
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,"POLK COUNTY, MO",Government,Low,2,Low,1 Percent to 4 Percent,2,Some Delay,30,207,158,100,4,58
260200,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,"SAINT CHARLES COUNTY, MO",Non-Profit,High,3,High,1 Percent to 4 Percent,1,Some Delay,34,271,164,91,6,37
260209,FULTON MEDICAL CENTER LLC,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251,"CALLAWAY COUNTY, MO",Non-Profit,Low,3,Low,1 Percent to 4 Percent,2,Some Delay,23,257,102,,6,50
260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118,"SAINT LOUIS CITY COUNTY, MO",For-Profit,Low,2,Low,1 Percent to 4 Percent,4,Delayed,40,350,158,,,77
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,"CASS COUNTY, MO",Non-Profit,Medium,4,Medium,Zero Percent,0,No Delay,4,200,89,91,5,28
260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,MO,64086,"JACKSON COUNTY, MO",Non-Profit,High,4,High,1 Percent to 4 Percent,2,Some Delay,36,281,178,90,6,61
260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,O FALLON,MO,63368,"SAINT CHARLES COUNTY, MO",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,3,Some Delay,30,271,168,,3,36
260227,BLACK RIVER COMMUNITY MEDICAL CENTER,217 PHYSICIANS PARK DRIVE,POPLAR BLUFF,MO,63901,"BUTLER COUNTY, MO",Non-Profit,Low,3,Low,1 Percent to 4 Percent,3,Some Delay,20,180,85,,6,70
261301,ELLETT MEMORIAL HOSPITAL,610 N OHIO AVE,APPLETON CITY,MO,64724,"SAINT CLAIR COUNTY, MO",Government,,,,,,,,,,,,
261302,MADISON MEDICAL CENTER,611 W MAIN ST,FREDERICKTOWN,MO,63645,"MADISON COUNTY, MO",Non-Profit,,,,,,,,,,,,
261303,COMMUNITY HOSPITAL ASSOCIATION,"26136 US HIGHWAY 59, PO BOX 107",FAIRFAX,MO,64446,"ATCHISON COUNTY, MO",Non-Profit,,,,,,,,,,,,
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,"1926 OAK STREET,  PO BOX 389",UNIONVILLE,MO,63565,"PUTNAM COUNTY, MO",Non-Profit,,,,,,,,,,,,
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,630 WEST THIRD STREET,MILAN,MO,63556,"SULLIVAN COUNTY, MO",Government,Low,,Low,Zero Percent,0,Some Delay,20,,86,,,
261307,PERSHING MEMORIAL HOSPITAL,130 EAST LOCKLING,BROOKFIELD,MO,64628,"LINN COUNTY, MO",Non-Profit,,,,,,,,192,,,,
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTH WAY,POTOSI,MO,63664,"WASHINGTON COUNTY, MO",Government,Low,2,Low,1 Percent to 4 Percent,2,Some Delay,22,228,100,,8,49
261309,WRIGHT MEMORIAL HOSPITAL,191 IOWA BOULEVARD,TRENTON,MO,64683,"GRUNDY COUNTY, MO",Non-Profit,,3,,,,No Delay,19,214,118,,,70
261310,SCOTLAND COUNTY  HOSPITAL,450 E SIGLER AVENUE,MEMPHIS,MO,63555,"SCOTLAND COUNTY, MO",Government,Low,2,Low,1 Percent to 4 Percent,1,No Delay,16,206,129,,12,28
261311,PERRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,PERRYVILLE,MO,63775,"PERRY COUNTY, MO",Government,Low,4,Low,1 Percent to 4 Percent,3,No Delay,13,206,109,,6,30
261312,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,BETHANY,MO,64424,"HARRISON COUNTY, MO",Government,,,,,,,,,,,,
261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,1205 NORTH MISSOURI ST,MACON,MO,63552,"MACON COUNTY, MO",Government,,,,,,,,,,,,
261314,HERMANN AREA DISTRICT HOSPITAL,509 W 18TH ST,HERMANN,MO,65041,"GASCONADE COUNTY, MO",Government,,,,,,,,,,,,
261315,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,"SAINT FRANCOIS COUNTY, MO",Non-Profit,,,,,,,,,,,,
261316,MERCY HOSPITAL AURORA,500 PORTER AVENUE,AURORA,MO,65605,"LAWRENCE COUNTY, MO",Non-Profit,,4,,,,,,,,,,
261317,MERCY HOSPITAL CASSVILLE,94 MAIN STREET,CASSVILLE,MO,65625,"BARRY COUNTY, MO",Non-Profit,,,,,,,,,,,,
261318,SALEM MEMORIAL DISTRICT HOSPITAL,"PO BOX 774,",SALEM,MO,65560,"DENT COUNTY, MO",Government,,4,,,,,,,,,,
261319,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,MO,63379,"LINCOLN COUNTY, MO",Government,,3,,,,No Delay,11,,115,,8,
261320,LAFAYETTE REGIONAL HEALTH CENTER,1500 STATE STREET,LEXINGTON,MO,64067,"LAFAYETTE COUNTY, MO",For-Profit,Low,3,Low,1 Percent to 4 Percent,1,No Delay,4,158,91,,4,30
261321,HEDRICK MEDICAL CENTER,2799 NORTH WASHINGTON STREET,CHILLICOTHE,MO,64601,"LIVINGSTON COUNTY, MO",Non-Profit,,4,,,,,,203,,,,
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,"CLAY COUNTY, MO",Government,,,,,,,,,,,,
261323,CEDAR COUNTY MEMORIAL HOSPITAL,1401 SOUTH PARK STREET,EL DORADO SPRINGS,MO,64744,"CEDAR COUNTY, MO",Government,Low,3,Low,1 Percent to 4 Percent,1,Some Delay,24,,84,,19,
261324,CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,"CASS COUNTY, MO",Government,,3,,,,No Delay,10,,110,45,12,41
261325,COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,MO,64759,"BARTON COUNTY, MO",Government,,4,,,,,,187,,,,
261327,RAY COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,RICHMOND,MO,64085,"RAY COUNTY, MO",Government,Low,3,Low,1 Percent to 4 Percent,1,Some Delay,24,,,,11,65
261328,NORTHWEST MEDICAL CENTER,705 N COLLEGE STREET,ALBANY,MO,64402,"GENTRY COUNTY, MO",Non-Profit,,3,,,,No Delay,7,,105,,4,33
261329,COX MONETT HOSPITAL,801 NORTH LINCOLN AVENUE,MONETT,MO,65708,"BARRY COUNTY, MO",Non-Profit,,4,,,,,,176,,,,
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,"800 STE GENEVIEVE DRIVE, PO BOX 468",SAINTE GENEVIEVE,MO,63670,"SAINTE GENEVIEVE COUNTY, MO",Government,Low,3,Low,Zero Percent,0,No Delay,17,,117,,12,28
261331,FREEMAN NEOSHO HOSPITAL,113 WEST HICKORY STREET,NEOSHO,MO,64850,"NEWTON COUNTY, MO",Non-Profit,,,,,,,,,,,,
261332,CARROLL COUNTY MEMORIAL HOSPITAL,1502 NORTH JEFFERSON,CARROLLTON,MO,64633,"CARROLL COUNTY, MO",Non-Profit,,,,,,,,158,,,,
261333,PIKE COUNTY MEMORIAL HOSPITAL,2305 WEST GEORGIA STREET,LOUISIANA,MO,63353,"PIKE COUNTY, MO",Government,Low,4,Low,1 Percent to 4 Percent,1,No Delay,19,270,115,,8,75
261334,I-70 COMMUNITY HOSPITAL,"105 HOSPITAL DRIVE, BUILDING B",SWEET SPRINGS,MO,65351,"SALINE COUNTY, MO",For-Profit,,,,,,,,,,,,
261335,MERCY ST FRANCIS HOSPITAL,"100 WEST HIGHWAY 60, PO BOX 82",MOUNTAIN VIEW,MO,65548,"HOWELL COUNTY, MO",Non-Profit,,,,,,,,,,,,
261336,IRON COUNTY HOSPITAL,301 NORTH HIGHWAY 21,PILOT KNOB,MO,63663,"IRON COUNTY, MO",Government,,,,,,,,,,,,
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,751 SAPPINGTON BRIDGE RD,SULLIVAN,MO,63080,"CRAWFORD COUNTY, MO",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,2,Some Delay,20,262,139,64,8,48
261338,MERCY HOSPITAL CARTHAGE,3125 DR RUSSELL SMITH WAY,CARTHAGE,MO,64836,"JASPER COUNTY, MO",Government,,4,,,,,,,,,,
263301,ST LOUIS CHILDRENS HOSPITAL,ONE CHILDRENS PLACE,SAINT LOUIS,MO,63110,"SAINT LOUIS CITY COUNTY, MO",Non-Profit,,,,,,,,,,,,
263302,CHILDRENS MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108,"JACKSON COUNTY, MO",Non-Profit,,,,,,,,,,,,
263303,RANKEN JORDAN A PEDIATRIC REHAB,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,63043,"SAINT LOUIS COUNTY, MO",Non-Profit,,,,,,,,,,,,
263304,SHRINERS HOSPITALS FOR CHILDREN,4400 CLAYTON AVE,SAINT LOUIS,MO,63110,"SAINT LOUIS CITY COUNTY, MO",Non-Profit,,,,,,,,,,,,
270003,ST PETER'S HOSPITAL,2475 BROADWAY,HELENA,MT,59601,"LEWIS AND CLARK COUNTY, MT",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,1,Some Delay,31,261,143,55,,48
270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,"YELLOWSTONE COUNTY, MT",Non-Profit,High,4,High,1 Percent to 4 Percent,2,Some Delay,32,306,152,,,54
270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,"CASCADE COUNTY, MT",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,3,Some Delay,27,282,166,,,78
270014,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,"MISSOULA COUNTY, MT",Non-Profit,Medium,5,Medium,1 Percent to 4 Percent,2,Some Delay,26,231,149,,,41
270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,"SILVER BOW COUNTY, MT",Non-Profit,Low,3,Low,Zero Percent,0,No Delay,12,208,121,,,52
270023,COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,"MISSOULA COUNTY, MT",Non-Profit,Low,3,Low,1 Percent to 4 Percent,1,Some Delay,20,220,114,,,34
270032,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,"HILL COUNTY, MT",Non-Profit,Low,3,Low,1 Percent to 4 Percent,3,Some Delay,39,204,104,,16,50
270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,"YELLOWSTONE COUNTY, MT",Non-Profit,High,4,High,Zero Percent,0,Some Delay,20,230,135,,,44
270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,"FLATHEAD COUNTY, MT",Non-Profit,Medium,5,Medium,1 Percent to 4 Percent,1,Some Delay,26,252,170,,,56
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,"GALLATIN COUNTY, MT",Non-Profit,Medium,4,Medium,Zero Percent,0,No Delay,12,256,138,80,,46
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,"760 HOSPITAL CIRCLE, POST OFFICE BOX 760",BROWNING,MT,59417,"GLACIER COUNTY, MT",Government,,,,,,,,264,,,,
270086,GREAT FALLS CLINIC HOSPITAL,3010 15TH AVENUE SOUTH,GREAT FALLS,MT,59405,"CASCADE COUNTY, MT",For-Profit,Low,3,Low,1 Percent to 4 Percent,1,No Delay,16,227,109,,12,
270087,THE HEALTHCENTER,320 SUNNYVIEW LANE,KALISPELL,MT,59901,"FLATHEAD COUNTY, MT",For-Profit,,4,,,,,,,,,,
270089,BIG SKY MEDICAL CENTER,334 TOWN CENTER AVE,BIG SKY,MT,59716,"GALLATIN COUNTY, MT",Non-Profit,Low,,Low,Zero Percent,0,Some Delay,23,,100,,,
271300,POPLAR COMMUNITY HOSPITAL,211 H ST E,POPLAR,MT,59255,"ROOSEVELT COUNTY, MT",Non-Profit,,,,,,,,,,,,
271301,FALLON MEDICAL COMPLEX HOSPITAL,202 S 4TH ST W,BAKER,MT,59313,"FALLON COUNTY, MT",Non-Profit,,,,,,,,,,,,
271302,DAHL MEMORIAL HEALTHCARE ASSOC,215 SANDY ST,EKALAKA,MT,59324,"CARTER COUNTY, MT",Non-Profit,Low,,Low,Zero Percent,0,No Delay,5,120,80,,,
271303,GRANITE COUNTY MEDICAL CENTER,310 SANSOME ST,PHILIPSBURG,MT,59858,"GRANITE COUNTY, MT",Government,,,,,,,,,,,,
271304,MISSOURI RIVER MEDICAL CENTER,1501 ST CHARLES ST,FORT BENTON,MT,59442,"CHOUTEAU COUNTY, MT",Government,,,,,,,,,,,,
271305,MCCONE COUNTY HEALTH CENTER,605 SULLIVAN AVE,CIRCLE,MT,59215,"MCCONE COUNTY, MT",Non-Profit,Low,,Low,Zero Percent,0,No Delay,5,,76,,,
271306,MOUNTAINVIEW MEDICAL CENTER,16 W MAIN ST,WHITE SULPHUR SPRING,MT,59645,"MEAGHER COUNTY, MT",Non-Profit,,,,,,,,,,,,
271307,BENEFIS TETON MEDICAL CENTER,915 4TH ST NW,CHOTEAU,MT,59422,"TETON COUNTY, MT",Non-Profit,,,,,,,,94,,,,
271308,ROOSEVELT MEDICAL CENTER,818 2ND AVE E,CULBERTSON,MT,59218,"ROOSEVELT COUNTY, MT",Non-Profit,,,,,,,,,,,,
271309,PRAIRIE COMMUNITY HOSPITAL,312 S ADAMS,TERRY,MT,59349,"PRAIRIE COUNTY, MT",Government,Low,,Low,Zero Percent,0,No Delay,10,,55,,,
271310,GARFIELD COUNTY HEALTH CENTER,332 LEAVITT AVE,JORDAN,MT,59337,"GARFIELD COUNTY, MT",Government,,,,,,No Delay,0,,60,,,
271311,BIG SANDY MEDICAL CENTER,166 MONTANA AVE E,BIG SANDY,MT,59520,"CHOUTEAU COUNTY, MT",Non-Profit,,,,,,,,,,,,
271312,PHILLIPS COUNTY MEDICAL CENTER,311 S 8TH AVE E,MALTA,MT,59538,"PHILLIPS COUNTY, MT",Non-Profit,,,,,,,,,,,,
271313,PIONEER MEDICAL CENTER,301 W 7TH AVE,BIG TIMBER,MT,59011,"SWEET GRASS COUNTY, MT",Government,,,,,,,,,,,,
271314,DEER LODGE MEDICAL CENTER,1100 HOLLENBACK LN,DEER LODGE,MT,59722,"POWELL COUNTY, MT",Non-Profit,,,,,,,,,,,,
271315,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,"456 GROS VENTRE AVE, RR 1",HARLEM,MT,59526,"BLAINE COUNTY, MT",Government,,,,,,,,,,,,
271316,FRANCES MAHON DEACONESS HOSPITAL,621 3RD ST S,GLASGOW,MT,59230,"VALLEY COUNTY, MT",Non-Profit,Low,4,Low,Zero Percent,0,Some Delay,26,186,107,,,36
271317,LIVINGSTON HEALTHCARE,504 S 13TH ST,LIVINGSTON,MT,59047,"PARK COUNTY, MT",Non-Profit,,3,,,,,,,,,,
271318,BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,DILLON,MT,59725,"BEAVERHEAD COUNTY, MT",Government,Low,4,Low,Zero Percent,0,No Delay,8,,157,,10,27
271319,RUBY VALLEY HOSPITAL,220 E CROFOOT,SHERIDAN,MT,59749,"MADISON COUNTY, MT",Government,,,,,,,,,,,,
271320,CABINET PEAKS MEDICAL CENTER,209 HEALTH PARK DR,LIBBY,MT,59923,"LINCOLN COUNTY, MT",Non-Profit,Low,3,Low,1 Percent to 4 Percent,1,No Delay,13,,126,,6,37
271321,WHEATLAND MEMORIAL HOSPITAL,530 3RD ST NW,HARLOWTON,MT,59036,"WHEATLAND COUNTY, MT",Government,,,,,,,,,,,,
271322,SHERIDAN MEMORIAL HOSPTIAL,440 W LAUREL AVE,PLENTYWOOD,MT,59254,"SHERIDAN COUNTY, MT",Non-Profit,,,,,,,,,,,,
271323,CLARK FORK VALLEY HOSPITAL,10 KRUGER RD,PLAINS,MT,59859,"SANDERS COUNTY, MT",Non-Profit,,,,,,,,182,,,,
271324,PONDERA MEDICAL CENTER,805 SUNSET BLVD,CONRAD,MT,59425,"PONDERA COUNTY, MT",Non-Profit,,,,,,,,134,,,,
271325,ST LUKE COMMUNITY HOSPITAL,107 6TH AVE SW,RONAN,MT,59864,"LAKE COUNTY, MT",Non-Profit,Low,3,Low,Zero Percent,0,No Delay,18,186,122,,7,32
271326,BEARTOOTH BILLINGS CLINIC,2525 N BROADWAY,RED LODGE,MT,59068,"CARBON COUNTY, MT",Non-Profit,,,,,,,,,,,,
271327,ROSEBUD HEALTH CARE CENTER,383 N 17TH AV,FORSYTH,MT,59327,"ROSEBUD COUNTY, MT",Non-Profit,,,,,,,,103,,,,
271328,MARIAS MEDICAL CENTER,640 PARK AVE,SHELBY,MT,59474,"TOOLE COUNTY, MT",Government,,,,,,,,,,,,
271329,MADISON VALLEY MEDICAL CENTER,305 N MAIN,ENNIS,MT,59729,"MADISON COUNTY, MT",Government,,,,,,,,,,,,
271330,STILLWATER BILLINGS CLINIC,710 N 11TH ST,COLUMBUS,MT,59019,"STILLWATER COUNTY, MT",Non-Profit,,,,,,,,,,,,
271331,MINERAL COMMUNITY HOSPITAL,1208 6TH AVE E,SUPERIOR,MT,59872,"MINERAL COUNTY, MT",Non-Profit,,,,,,,,,,,,
271332,GLENDIVE MEDICAL CENTER,202 PROSPECT DR,GLENDIVE,MT,59330,"DAWSON COUNTY, MT",Non-Profit,,,,,,,,,,,,
271333,BROADWATER HEALTH CENTER,110 N OAK ST,TOWNSEND,MT,59644,"BROADWATER COUNTY, MT",Non-Profit,,,,,,,,,,,,
271334,LIBERTY MEDICAL CENTER,315 W MADISON AVE,CHESTER,MT,59522,"LIBERTY COUNTY, MT",Non-Profit,,,,,,,,75,,,,
271335,COMMUNITY HOSPITAL OF ANACONDA,401 W PENNSYLVANIA,ANACONDA,MT,59711,"DEER LODGE COUNTY, MT",Non-Profit,,3,,,,No Delay,4,,101,,7,20
271336,NORTH VALLEY HOSPITAL,1600 HOSPITAL WAY,WHITEFISH,MT,59937,"FLATHEAD COUNTY, MT",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,12,175,111,,5,27
271337,NORTHERN ROCKIES MEDICAL CENTER,802 2ND ST SE,CUT BANK,MT,59427,"GLACIER COUNTY, MT",Non-Profit,,,,,,,,67,,,,
271338,BIG HORN CO MEMORIAL HOSPITAL,17 N MILES,HARDIN,MT,59034,"BIG HORN COUNTY, MT",Government,Low,3,Low,1 Percent to 4 Percent,3,Some Delay,24,,127,,,73
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9",CROW AGENCY,MT,59022,"BIG HORN COUNTY, MT",Government,,,,,,,,,,,,
271340,MARCUS DALY MEMORIAL HOSPITAL - CAH,1200 WESTWOOD DR,HAMILTON,MT,59840,"RAVALLI COUNTY, MT",Non-Profit,,4,,,,,,,,,,
271341,TRINITY HOSPITAL,315 KNAPP ST,WOLF POINT,MT,59201,"ROOSEVELT COUNTY, MT",Non-Profit,,,,,,,,,,,,
271342,DANIELS MEMORIAL HOSPITAL,105 5TH AVE E,SCOBEY,MT,59263,"DANIELS COUNTY, MT",Government,,,,,,,,,,,,
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,6 13TH AVE E,POLSON,MT,59860,"LAKE COUNTY, MT",Non-Profit,Low,4,Low,Zero Percent,0,No Delay,13,172,101,,14,33
271344,SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,"RICHLAND COUNTY, MT",Non-Profit,Low,3,Low,1 Percent to 4 Percent,1,Some Delay,31,,114,,10,47
271345,CENTRAL MONTANA MEDICAL CENTER,408 WENDELL AVE,LEWISTOWN,MT,59457,"FERGUS COUNTY, MT",Non-Profit,,3,,,,No Delay,12,170,100,,8,35
271346,ROUNDUP MEMORIAL HEALTHCARE,1202 3RD ST W,ROUNDUP,MT,59072,"MUSSELSHELL COUNTY, MT",Government,,,,,,,,,,,,
271347,HOLY ROSARY HEALTHCARE,2600 WILSON ST,MILES CITY,MT,59301,"CUSTER COUNTY, MT",Non-Profit,Low,2,Low,Zero Percent,0,No Delay,19,230,90,,16,32
280003,BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,"LANCASTER COUNTY, NE",Non-Profit,Very High,4,Very High,Zero Percent,0,Delayed,41,245,114,,,47
280009,CHI HEALTH GOOD SAMARITAN,"P O BOX 1990, 10 EAST 31ST ST",KEARNEY,NE,68848,"BUFFALO COUNTY, NE",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,12,192,94,,,41
280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,"DOUGLAS COUNTY, NE",Non-Profit,High,3,High,1 Percent to 4 Percent,1,Some Delay,34,338,175,,,41
280020,CHI HEALTH ST ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,"LANCASTER COUNTY, NE",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,2,Some Delay,30,298,157,,6,48
280023,CHI HEALTH ST FRANCIS,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,68803,"HALL COUNTY, NE",Non-Profit,Medium,4,Medium,Zero Percent,0,No Delay,18,208,104,,,39
280032,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE,HASTINGS,NE,68901,"ADAMS COUNTY, NE",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,16,214,125,,9,33
